,Cell type,test,cell tissue,cell source,material
1229,H1299,MTT,Lung,Human,Au
1230,H1299,MTT,Lung,Human,Au
1231,H1299,MTT,Lung,Human,Au
1232,H1299,MTT,Lung,Human,Au
1233,H1299,MTT,Lung,Human,Au
1234,H1299,MTT,Lung,Human,Au
1235,MCF-7,MTT,Breast,Human,Au
1236,MCF-7,MTT,Breast,Human,Au
1237,MCF-7,MTT,Breast,Human,Au
1238,MCF-7,MTT,Breast,Human,Au
1239,MCF-7,MTT,Breast,Human,Au
1240,MCF-7,MTT,Breast,Human,Au
1241,MCF-7,MTT,Breast,Human,Au
1242,MCF-7,MTT,Breast,Human,Au
1243,A549,MTT,Lung,Human,Au
1244,A549,MTT,Lung,Human,Au
1245,A549,MTT,Lung,Human,Au
1246,A549,MTT,Lung,Human,Au
1247,A549,MTT,Lung,Human,Au
1248,A549,MTT,Lung,Human,Au
1249,A549,MTT,Lung,Human,Au
1250,A549,MTT,Lung,Human,Au
1251,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1252,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1253,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1254,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1255,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1256,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1257,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1258,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1259,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1260,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1261,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1262,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1263,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1264,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Ag
1265,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1266,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1267,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1268,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1269,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1270,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1271,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1272,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1273,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1274,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1275,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1276,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1277,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1278,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Au
1279,hFOB1.19,MTT,Bone,Human,Au
1280,hFOB1.19,MTT,Bone,Human,Au
1281,hFOB1.19,MTT,Bone,Human,Au
1282,hFOB1.19,MTT,Bone,Human,Au
1283,hFOB1.19,MTT,Bone,Human,Au
1284,hFOB1.19,MTT,Bone,Human,Au
1285,hFOB1.19,MTT,Bone,Human,Au
1286,hFOB1.19,MTT,Bone,Human,Au
1287,hFOB1.19,MTT,Bone,Human,Au
1288,hFOB1.19,MTT,Bone,Human,Au
1289,hFOB1.19,MTT,Bone,Human,Au
1290,hFOB1.19,MTT,Bone,Human,Au
1291,hFOB1.19,MTT,Bone,Human,Au
1292,hFOB1.19,MTT,Bone,Human,Au
1293,hFOB1.19,MTT,Bone,Human,Au
1294,hFOB1.19,NRU,Bone,Human,Au
1295,hFOB1.19,NRU,Bone,Human,Au
1296,hFOB1.19,NRU,Bone,Human,Au
1297,hFOB1.19,NRU,Bone,Human,Au
1298,hFOB1.19,NRU,Bone,Human,Au
1299,hFOB1.19,NRU,Bone,Human,Au
1300,hFOB1.19,NRU,Bone,Human,Au
1301,hFOB1.19,NRU,Bone,Human,Au
1302,hFOB1.19,NRU,Bone,Human,Au
1303,hFOB1.19,NRU,Bone,Human,Au
1304,hFOB1.19,NRU,Bone,Human,Au
1305,hFOB1.19,NRU,Bone,Human,Au
1306,hFOB1.19,NRU,Bone,Human,Au
1307,hFOB1.19,NRU,Bone,Human,Au
1308,hFOB1.19,NRU,Bone,Human,Au
1309,MG-63,MTT,Bone,Human,Au
1310,MG-63,MTT,Bone,Human,Au
1311,MG-63,MTT,Bone,Human,Au
1312,MG-63,MTT,Bone,Human,Au
1313,MG-63,MTT,Bone,Human,Au
1314,MG-63,MTT,Bone,Human,Au
1315,MG-63,MTT,Bone,Human,Au
1316,MG-63,MTT,Bone,Human,Au
1317,MG-63,MTT,Bone,Human,Au
1318,MG-63,MTT,Bone,Human,Au
1319,MG-63,MTT,Bone,Human,Au
1320,MG-63,MTT,Bone,Human,Au
1321,MG-63,MTT,Bone,Human,Au
1322,MG-63,MTT,Bone,Human,Au
1323,MG-63,MTT,Bone,Human,Au
1324,MG-63,NRU,Bone,Human,Au
1325,MG-63,NRU,Bone,Human,Au
1326,MG-63,NRU,Bone,Human,Au
1327,MG-63,NRU,Bone,Human,Au
1328,MG-63,NRU,Bone,Human,Au
1329,MG-63,NRU,Bone,Human,Au
1330,MG-63,NRU,Bone,Human,Au
1331,MG-63,NRU,Bone,Human,Au
1332,MG-63,NRU,Bone,Human,Au
1333,MG-63,NRU,Bone,Human,Au
1334,MG-63,NRU,Bone,Human,Au
1335,MG-63,NRU,Bone,Human,Au
1336,MG-63,NRU,Bone,Human,Au
1337,MG-63,NRU,Bone,Human,Au
1338,MG-63,NRU,Bone,Human,Au
1339,143B,MTT,Bone,Human,Au
1340,143B,MTT,Bone,Human,Au
1341,143B,MTT,Bone,Human,Au
1342,143B,MTT,Bone,Human,Au
1343,143B,MTT,Bone,Human,Au
1344,143B,MTT,Bone,Human,Au
1345,143B,MTT,Bone,Human,Au
1346,143B,MTT,Bone,Human,Au
1347,143B,MTT,Bone,Human,Au
1348,143B,MTT,Bone,Human,Au
1349,143B,MTT,Bone,Human,Au
1350,143B,MTT,Bone,Human,Au
1351,143B,MTT,Bone,Human,Au
1352,143B,MTT,Bone,Human,Au
1353,143B,MTT,Bone,Human,Au
1354,143B,NRU,Bone,Human,Au
1355,143B,NRU,Bone,Human,Au
1356,143B,NRU,Bone,Human,Au
1357,143B,NRU,Bone,Human,Au
1358,143B,NRU,Bone,Human,Au
1359,143B,NRU,Bone,Human,Au
1360,143B,NRU,Bone,Human,Au
1361,143B,NRU,Bone,Human,Au
1362,143B,NRU,Bone,Human,Au
1363,143B,NRU,Bone,Human,Au
1364,143B,NRU,Bone,Human,Au
1365,143B,NRU,Bone,Human,Au
1366,143B,NRU,Bone,Human,Au
1367,143B,NRU,Bone,Human,Au
1368,143B,NRU,Bone,Human,Au
1389,A549,CellTiterBlue,Lung,Human,CuO
1390,A549,CellTiterBlue,Lung,Human,CuO
1391,A549,CellTiterBlue,Lung,Human,CuO
1392,A549,CellTiterBlue,Lung,Human,CuO
1393,A549,CellTiterBlue,Lung,Human,CuO
1394,A549,CellTiterBlue,Lung,Human,CuO
1395,A549,CellTiterBlue,Lung,Human,CuO
1396,A549,CellTiterBlue,Lung,Human,CuO
1397,A549,CellTiterBlue,Lung,Human,CuO
1398,A549,CellTiterBlue,Lung,Human,CuO
1399,A549,CellTiterBlue,Lung,Human,CuO
1400,A549,CellTiterBlue,Lung,Human,CuO
1401,J774A.1,MTS,Ascites,Mouse,Ag
1402,J774A.1,MTS,Ascites,Mouse,Ag
1403,J774A.1,MTS,Ascites,Mouse,Ag
1404,J774A.1,MTS,Ascites,Mouse,Ag
1405,J774A.1,MTS,Ascites,Mouse,Ag
1406,J774A.1,MTS,Ascites,Mouse,Ag
1407,J774A.1,MTS,Ascites,Mouse,Ag
1408,J774A.1,MTS,Ascites,Mouse,Ag
1409,J774A.1,MTS,Ascites,Mouse,Ag
1410,J774A.1,MTS,Ascites,Mouse,Ag
1411,J774A.1,MTS,Ascites,Mouse,Ag
1412,J774A.1,MTS,Ascites,Mouse,Ag
1413,J774A.1,MTS,Ascites,Mouse,Ag
1414,J774A.1,MTS,Ascites,Mouse,Ag
1415,J774A.1,MTS,Ascites,Mouse,Ag
1416,J774A.1,MTS,Ascites,Mouse,Ag
1417,J774A.1,MTS,Ascites,Mouse,Ag
1418,J774A.1,MTS,Ascites,Mouse,Ag
1419,J774A.1,MTS,Ascites,Mouse,Ag
1420,J774A.1,MTS,Ascites,Mouse,Ag
1421,J774A.1,MTS,Ascites,Mouse,Ag
1422,J774A.1,MTS,Ascites,Mouse,Ag
1423,J774A.1,MTS,Ascites,Mouse,Ag
1424,J774A.1,MTS,Ascites,Mouse,Ag
1425,J774A.1,MTS,Ascites,Mouse,Ag
1426,A549,MTT,Lung,Human,SiO2
1427,A549,MTT,Lung,Human,SiO2
1428,A549,MTT,Lung,Human,SiO2
1429,A549,MTT,Lung,Human,SiO2
1430,A549,MTT,Lung,Human,SiO2
1431,A549,MTT,Lung,Human,SiO2
1432,A549,MTT,Lung,Human,SiO2
1433,A549,MTT,Lung,Human,SiO2
1434,A2780,MTT,Ovary,Human,SiO2
1435,A2780,MTT,Ovary,Human,SiO2
1436,A2780,MTT,Ovary,Human,SiO2
1437,A2780,MTT,Ovary,Human,SiO2
1438,A2780,MTT,Ovary,Human,SiO2
1439,A2780,MTT,Ovary,Human,SiO2
1440,A2780,MTT,Ovary,Human,SiO2
1441,A2780,MTT,Ovary,Human,SiO2
1442,MCF-7,MTT,Breast,Human,SiO2
1443,MCF-7,MTT,Breast,Human,SiO2
1444,MCF-7,MTT,Breast,Human,SiO2
1445,MCF-7,MTT,Breast,Human,SiO2
1446,MCF-7,MTT,Breast,Human,SiO2
1447,MCF-7,MTT,Breast,Human,SiO2
1448,MCF-7,MTT,Breast,Human,SiO2
1449,MCF-7,MTT,Breast,Human,SiO2
1450,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Fe3O4
1451,L929,MTT,SubcutaneousConnectiveTissue,Mouse,Fe3O4
1452,Monocytes,CCK-8,Blood,Human,Fe3O4
1453,Monocytes,CCK-8,Blood,Human,Fe3O4
1454,Monocytes,CCK-8,Blood,Human,Fe3O4
1455,Monocytes,CCK-8,Blood,Human,Fe3O4
1456,Monocytes,CCK-8,Blood,Human,Fe3O4
1457,Monocytes,CCK-8,Blood,Human,Fe3O4
1458,Monocytes,CCK-8,Blood,Human,Fe3O4
1459,Monocytes,CCK-8,Blood,Human,Fe3O4
1460,HeLa,MTT,Cervix,Human,SiO2
1461,HeLa,MTT,Cervix,Human,SiO2
1462,HeLa,MTT,Cervix,Human,SiO2
1463,HeLa,MTT,Cervix,Human,SiO2
1464,HeLa,MTT,Cervix,Human,SiO2
1465,HeLa,MTT,Cervix,Human,SiO2
1466,A549,CCK-8,Lung,Human,SiO2
1467,A549,CCK-8,Lung,Human,SiO2
1468,A549,CCK-8,Lung,Human,SiO2
1469,A549,CCK-8,Lung,Human,SiO2
1470,A549,CCK-8,Lung,Human,SiO2
1471,A549,CCK-8,Lung,Human,SiO2
1472,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1473,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1474,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1475,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1476,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1477,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1478,A549,CCK-8,Lung,Human,SiO2
1479,A549,CCK-8,Lung,Human,SiO2
1480,A549,CCK-8,Lung,Human,SiO2
1481,A549,CCK-8,Lung,Human,SiO2
1482,A549,CCK-8,Lung,Human,SiO2
1483,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1484,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1485,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1486,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1487,16HBE,CCK-8,RespiratoryTract,Human,SiO2
1488,BALB/c3T3,WST-1,Embryo,Mouse,Au
1489,BALB/c3T3,WST-1,Embryo,Mouse,Au
1490,BALB/c3T3,WST-1,Embryo,Mouse,Au
1491,BALB/c3T3,WST-1,Embryo,Mouse,Au
1492,BALB/c3T3,WST-1,Embryo,Mouse,Au
1493,BALB/c3T3,WST-1,Embryo,Mouse,Au
1494,BALB/c3T3,WST-1,Embryo,Mouse,Au
1495,BALB/c3T3,WST-1,Embryo,Mouse,Au
1496,BALB/c3T3,NRU,Embryo,Mouse,Au
1497,BALB/c3T3,NRU,Embryo,Mouse,Au
1498,BALB/c3T3,NRU,Embryo,Mouse,Au
1499,BALB/c3T3,NRU,Embryo,Mouse,Au
1500,BALB/c3T3,NRU,Embryo,Mouse,Au
1501,BALB/c3T3,NRU,Embryo,Mouse,Au
1502,BALB/c3T3,NRU,Embryo,Mouse,Au
1503,BALB/c3T3,NRU,Embryo,Mouse,Au
1504,NR8383,WST-1,Lung,Rat,Au
1505,NR8383,WST-1,Lung,Rat,Au
1506,NR8383,WST-1,Lung,Rat,Au
1507,NR8383,WST-1,Lung,Rat,Au
1508,NR8383,WST-1,Lung,Rat,Au
1509,NR8383,WST-1,Lung,Rat,Au
1510,NR8383,WST-1,Lung,Rat,Au
1511,NR8383,WST-1,Lung,Rat,Au
1512,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1513,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1514,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1515,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1516,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1517,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1518,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1519,BALB/c3T3,WST-1,Embryo,Mouse,Ag
1520,BALB/c3T3,NRU,Embryo,Mouse,Ag
1521,BALB/c3T3,NRU,Embryo,Mouse,Ag
1522,BALB/c3T3,NRU,Embryo,Mouse,Ag
1523,BALB/c3T3,NRU,Embryo,Mouse,Ag
1524,BALB/c3T3,NRU,Embryo,Mouse,Ag
1525,BALB/c3T3,NRU,Embryo,Mouse,Ag
1526,BALB/c3T3,NRU,Embryo,Mouse,Ag
1527,BALB/c3T3,NRU,Embryo,Mouse,Ag
1528,NR8383,WST-1,Lung,Rat,Ag
1529,NR8383,WST-1,Lung,Rat,Ag
1530,NR8383,WST-1,Lung,Rat,Ag
1531,NR8383,WST-1,Lung,Rat,Ag
1532,NR8383,WST-1,Lung,Rat,Ag
1533,NR8383,WST-1,Lung,Rat,Ag
1534,NR8383,WST-1,Lung,Rat,Ag
1535,NR8383,WST-1,Lung,Rat,Ag
1536,HaCat,MTT,Skin,Human,SiO2
1537,HaCat,MTT,Skin,Human,SiO2
1538,HaCat,MTT,Skin,Human,SiO2
1539,HaCat,MTT,Skin,Human,SiO2
1540,HaCat,MTT,Skin,Human,SiO2
1541,HaCat,MTT,Skin,Human,SiO2
1542,RAW264.7,MTT,Ascites,Mouse,Ag
1543,RAW264.7,MTT,Ascites,Mouse,Ag
1544,RAW264.7,MTT,Ascites,Mouse,Ag
1545,RAW264.7,MTT,Ascites,Mouse,Ag
1546,RAW264.7,MTT,Ascites,Mouse,Ag
1547,J774A.1,MTT,Ascites,Mouse,Ag
1548,J774A.1,MTT,Ascites,Mouse,Ag
1549,J774A.1,MTT,Ascites,Mouse,Ag
1550,J774A.1,MTT,Ascites,Mouse,Ag
1551,J774A.1,MTT,Ascites,Mouse,Ag
1552,EBF,CCK-8,Embryo,Human,Ag
1553,EBF,CCK-8,Embryo,Human,Ag
1554,EBF,CCK-8,Embryo,Human,Ag
1555,EBF,CCK-8,Embryo,Human,Ag
1556,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1557,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1558,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1559,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1560,EBF,CCK-8,Embryo,Human,Ag
1561,EBF,CCK-8,Embryo,Human,Ag
1562,EBF,CCK-8,Embryo,Human,Ag
1563,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1564,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1565,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1566,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1567,EBF,CCK-8,Embryo,Human,Ag
1568,EBF,CCK-8,Embryo,Human,Ag
1569,EBF,CCK-8,Embryo,Human,Ag
1570,EBF,CCK-8,Embryo,Human,Ag
1571,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1572,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1573,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1574,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1575,EBF,CCK-8,Embryo,Human,Ag
1576,EBF,CCK-8,Embryo,Human,Ag
1577,EBF,CCK-8,Embryo,Human,Ag
1578,EBF,CCK-8,Embryo,Human,Ag
1579,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1580,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1581,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1582,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1583,EBF,CCK-8,Embryo,Human,Ag
1584,EBF,CCK-8,Embryo,Human,Ag
1585,EBF,CCK-8,Embryo,Human,Ag
1586,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1587,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1588,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1589,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1590,EBF,CCK-8,Embryo,Human,Ag
1591,EBF,CCK-8,Embryo,Human,Ag
1592,EBF,CCK-8,Embryo,Human,Ag
1593,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1594,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1595,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1596,L929,CCK-8,SubcutaneousConnectiveTissue,Mouse,Ag
1597,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1598,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1599,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1600,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1601,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1602,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1603,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1604,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1605,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1606,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1607,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1608,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1609,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1610,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1611,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1612,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1613,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1614,hMSC,CCK-8,BoneMarrow,Human,CaHCO3
1615,HepG2,MTT,Liver,Human,CaHCO3
1616,HepG2,MTT,Liver,Human,CaHCO3
1617,HepG2,MTT,Liver,Human,CaHCO3
1618,HepG2,MTT,Liver,Human,CaHCO3
1619,L-02,MTT,Liver,Human,CaHCO3
1620,L-02,MTT,Liver,Human,CaHCO3
1621,L-02,MTT,Liver,Human,CaHCO3
1622,L-02,MTT,Liver,Human,CaHCO3
1623,HepG2,MTT,Liver,Human,CaHCO3
1624,HepG2,MTT,Liver,Human,CaHCO3
1625,HepG2,MTT,Liver,Human,CaHCO3
1626,HepG2,MTT,Liver,Human,CaHCO3
1627,HepG2,MTT,Liver,Human,CaHCO3
1628,HepG2,MTT,Liver,Human,CaHCO3
1629,HepG2,MTT,Liver,Human,CaHCO3
1630,HepG2,MTT,Liver,Human,CaHCO3
1631,HepG2,MTT,Liver,Human,CaHCO3
1632,HepG2,MTT,Liver,Human,CaHCO3
1633,HepG2,MTT,Liver,Human,CaHCO3
1634,HepG2,MTT,Liver,Human,CaHCO3
1635,A549,MTT,Lung,Human,CuO
1636,A549,MTT,Lung,Human,CuO
1637,A549,MTT,Lung,Human,CuO
1638,A549,NRU,Lung,Human,CuO
1639,A549,NRU,Lung,Human,CuO
1640,A549,NRU,Lung,Human,CuO
1641,hMSC,NRU,BoneMarrow,Human,CuO
1642,hMSC,NRU,BoneMarrow,Human,CuO
1643,hMSC,NRU,BoneMarrow,Human,CuO
1644,hMSC,NRU,BoneMarrow,Human,CuO
1645,hMSC,NRU,BoneMarrow,Human,CuO
1646,hMSC,NRU,BoneMarrow,Human,CuO
1647,hMSC,NRU,BoneMarrow,Human,CuO
1648,hMSC,NRU,BoneMarrow,Human,CuO
1649,A549,MTT,Lung,Human,CuO
1650,A549,MTT,Lung,Human,CuO
1651,A549,MTT,Lung,Human,CuO
1652,Caco-2,MTS,Colon,Human,CuO
1653,Caco-2,MTS,Colon,Human,CuO
1654,Caco-2,MTS,Colon,Human,CuO
1655,Caco-2,MTS,Colon,Human,CuO
1656,A549,MTS,Lung,Human,CuO
1657,A549,MTS,Lung,Human,CuO
1658,A549,MTS,Lung,Human,CuO
1659,A549,MTS,Lung,Human,CuO
1660,A549,MTS,Lung,Human,CuO
1661,A549,MTS,Lung,Human,CuO
1662,A549,MTS,Lung,Human,CuO
1663,A549,MTS,Lung,Human,CuO
1664,A549,MTS,Lung,Human,CuO
1665,A549,MTS,Lung,Human,CuO
1666,L929,MTT,SubcutaneousConnectiveTissue,Mouse,CeO2
1667,L929,MTT,SubcutaneousConnectiveTissue,Mouse,CeO2
1668,L929,MTT,SubcutaneousConnectiveTissue,Mouse,CeO2
1669,L929,MTT,SubcutaneousConnectiveTissue,Mouse,CeO2
1670,L929,MTT,SubcutaneousConnectiveTissue,Mouse,CeO2
1671,neuro2A,MTT,Brain,Mouse,CeO2
1672,neuro2A,MTT,Brain,Mouse,CeO2
1673,neuro2A,MTT,Brain,Mouse,CeO2
1674,neuro2A,MTT,Brain,Mouse,CeO2
1675,neuro2A,MTT,Brain,Mouse,CeO2
1676,neuro2A,MTT,Brain,Mouse,CeO2
1677,A549,CCK-8,Lung,Human,ZnO
1678,A549,CCK-8,Lung,Human,ZnO
1679,A549,CCK-8,Lung,Human,ZnO
1680,A549,CCK-8,Lung,Human,ZnO
1681,A549,CCK-8,Lung,Human,ZnO
1682,A549,CCK-8,Lung,Human,ZnO
1683,HEK,MTT,Skin,Human,ZnO
1684,HEK,MTT,Skin,Human,ZnO
1685,HEK,MTT,Skin,Human,ZnO
1686,HEK,MTT,Skin,Human,ZnO
1687,HEK,MTT,Skin,Human,ZnO
1688,HEK,MTT,Skin,Human,ZnO
1689,HEK,MTT,Skin,Human,ZnO
1690,HEK,MTT,Skin,Human,ZnO
1691,HEK,MTT,Skin,Human,ZnO
1692,HEK,MTT,Skin,Human,ZnO
1693,HEK,MTT,Skin,Human,ZnO
1694,HEK,MTT,Skin,Human,ZnO
1695,HEK,MTT,Skin,Human,ZnO
1696,HEK,MTT,Skin,Human,ZnO
1697,HEK,MTT,Skin,Human,ZnO
1698,AGS,MTS,Stomach,Human,TiO2
1699,AGS,MTS,Stomach,Human,TiO2
1700,AGS,MTS,Stomach,Human,TiO2
1701,AGS,MTS,Stomach,Human,TiO2
1702,AGS,MTS,Stomach,Human,TiO2
1703,AGS,MTS,Stomach,Human,TiO2
1704,AGS,MTS,Stomach,Human,TiO2
1705,AGS,MTS,Stomach,Human,TiO2
1706,AGS,MTS,Stomach,Human,TiO2
1707,AGS,MTS,Stomach,Human,TiO2
1708,AGS,MTS,Stomach,Human,TiO2
1709,AGS,MTS,Stomach,Human,TiO2
1710,AGS,MTS,Stomach,Human,TiO2
1711,AGS,MTS,Stomach,Human,TiO2
1712,AGS,MTS,Stomach,Human,TiO2
1713,AGS,MTS,Stomach,Human,TiO2
1714,AGS,MTS,Stomach,Human,TiO2
1715,AGS,MTS,Stomach,Human,TiO2
1716,AGS,MTS,Stomach,Human,TiO2
1717,AGS,MTS,Stomach,Human,TiO2
1718,AGS,MTS,Stomach,Human,TiO2
1719,AGS,MTS,Stomach,Human,TiO2
1720,AGS,MTS,Stomach,Human,TiO2
1721,AGS,MTS,Stomach,Human,TiO2
1722,AGS,MTS,Stomach,Human,TiO2
1723,AGS,MTS,Stomach,Human,TiO2
1724,AGS,MTS,Stomach,Human,TiO2
1725,AGS,MTS,Stomach,Human,TiO2
1726,AGS,MTS,Stomach,Human,TiO2
1727,AGS,MTS,Stomach,Human,TiO2
1728,AGS,MTS,Stomach,Human,TiO2
1729,AGS,MTS,Stomach,Human,TiO2
1730,AGS,MTS,Stomach,Human,TiO2
1731,AGS,MTS,Stomach,Human,TiO2
1732,AGS,MTS,Stomach,Human,TiO2
1733,AGS,MTS,Stomach,Human,TiO2
1734,AGS,MTS,Stomach,Human,TiO2
1735,AGS,MTS,Stomach,Human,TiO2
1736,AGS,MTS,Stomach,Human,TiO2
1737,AGS,MTS,Stomach,Human,TiO2
1738,AGS,MTS,Stomach,Human,TiO2
1739,AGS,MTS,Stomach,Human,TiO2
1740,HepG2,MTT,Liver,Human,Ag
1741,HepG2,MTT,Liver,Human,Ag
1742,HepG2,MTT,Liver,Human,Ag
1743,HepG2,MTT,Liver,Human,Ag
1744,HepG2,MTT,Liver,Human,Ag
1745,HepG2,MTT,Liver,Human,Ag
1746,HepG2,MTT,Liver,Human,Ag
1747,HepG2,MTT,Liver,Human,Ag
1748,3T3-L1,MTT,Embryo,Mouse,MgO
1749,3T3-L1,MTT,Embryo,Mouse,MgO
1750,3T3-L1,MTT,Embryo,Mouse,MgO
1751,3T3-L1,MTT,Embryo,Mouse,MgO
1752,3T3-L1,MTT,Embryo,Mouse,MgO
1753,3T3-L1,MTT,Embryo,Mouse,MgO
1754,3T3-L1,MTT,Embryo,Mouse,MgO
1755,3T3-L1,MTT,Embryo,Mouse,MgO
1756,3T3-L1,MTT,Embryo,Mouse,MgO
1757,3T3-L1,MTT,Embryo,Mouse,MgO
1758,3T3-L1,MTT,Embryo,Mouse,MgO
1759,3T3-L1,MTT,Embryo,Mouse,MgO
1760,3T3-L1,MTT,Embryo,Mouse,MgO
1761,3T3-L1,MTT,Embryo,Mouse,MgO
1762,3T3-L1,MTT,Embryo,Mouse,MgO
1763,VERO,MTT,Kidney,Monkey,MgO
1764,VERO,MTT,Kidney,Monkey,MgO
1765,VERO,MTT,Kidney,Monkey,MgO
1766,VERO,MTT,Kidney,Monkey,MgO
1767,VERO,MTT,Kidney,Monkey,MgO
1768,HepG2,MTT,Liver,Human,ZnO
1769,HepG2,MTT,Liver,Human,ZnO
1770,HepG2,MTT,Liver,Human,ZnO
1771,HepG2,MTT,Liver,Human,ZnO
1772,HepG2,MTT,Liver,Human,ZnO
1773,HepG2,MTT,Liver,Human,ZnO
1774,HepG2,MTT,Liver,Human,ZnO
1775,HepG2,MTT,Liver,Human,ZnO
1776,HepG2,MTT,Liver,Human,ZnO
1777,HepG2,MTT,Liver,Human,ZnO
1778,HepG2,MTT,Liver,Human,ZnO
1779,HepG2,MTT,Liver,Human,ZnO
1780,HepG2,MTT,Liver,Human,ZnO
1781,HepG2,MTT,Liver,Human,ZnO
1782,HepG2,MTT,Liver,Human,ZnO
