,material,shape,coat/functional group,synthesismethod,surface charge,size in medium (nm),zeta in medium (mV),no of cells (cells/well),human/animal,cell source,cell tissue,cell morphology,cell age,time (hr),concentration (ug/ml),test,test indicator,viability (%),DOI,core size (nm),surface area,Hydrodynamic diameter (nm),Zeta potential (mV),Cell type,Molecular weight (g/mol),norm by time+conc,Zeta norm,Zeta norm (log),Hydro norm,Hydro norm (log),size med norm,size med norm (log),zeta med norm,zeta med norm (log),surf norm,surf norm (log),mol wt norm,mol wt norm (log),Zeta/Diam norm,Zeta/Diam norm (log),zeta/surf norm,zeta/surf norm (log),zeta/(hydro*surf) norm,zeta/(hydro*surf) norm (log),hydro/core,hydro/core norm,hydro/core norm (log),ch per particle norm,ch per particle norm (log),surf per particle norm,surf per particle norm (log),ch per surf per particle norm,ch per surf per particle norm (log),ch per moles norm,ch per moles norm (log)
2488,CuO,Sphere,None,Precipitation,Negative,167.48,-25.41,10000.0,H,Human,Liver,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,27.935,10.1371/journal.pone.0069534,,,22.83,-20.36,HepG2,79.545405,1200.0,-0.016966666666666665,,0.019025,-1.7206753345573895,0.13956666666666664,-0.8552182938284321,-0.021175,,,,0.0662878375,-1.178566148687041,-0.0007431741860125567,,,,,,,,,,,,,,,-0.0002132953709477834,
2489,CuO,Sphere,None,Precipitation,Negative,167.48,-25.41,10000.0,H,Human,Liver,Epithelial,Adult,24.0,2.0,NRU,NeutralRed,81.395,10.1371/journal.pone.0069534,,,22.83,-20.36,HepG2,79.545405,48.0,-0.42416666666666664,,0.47562499999999996,-0.322735325885352,3.4891666666666663,0.5427217148436057,-0.529375,,,,1.6571959375,0.2193738599849966,-0.018579354650313917,,,,,,,,,,,,,,,-0.005332384273694586,
2490,CuO,Sphere,None,Precipitation,Negative,167.48,-25.41,10000.0,H,Human,Liver,Epithelial,Adult,24.0,5.0,NRU,NeutralRed,66.202,10.1371/journal.pone.0069534,,,22.83,-20.36,HepG2,79.545405,120.0,-0.16966666666666666,,0.19024999999999997,-0.7206753345573896,1.3956666666666666,0.14478170617156802,-0.21175,,,,0.662878375,-0.17856614868704102,-0.007431741860125566,,,,,,,,,,,,,,,-0.0021329537094778345,
2491,CuO,Sphere,None,Precipitation,Negative,167.48,-25.41,10000.0,H,Human,Liver,Epithelial,Adult,24.0,10.0,NRU,NeutralRed,51.163,10.1371/journal.pone.0069534,,,22.83,-20.36,HepG2,79.545405,240.0,-0.08483333333333333,,0.09512499999999999,-1.0217053302213708,0.6978333333333333,-0.15624828949241318,-0.105875,,,,0.3314391875,-0.4795961443510222,-0.003715870930062783,,,,,,,,,,,,,,,-0.0010664768547389172,
2492,CuO,Sphere,None,Precipitation,Negative,167.48,-25.41,10000.0,H,Human,Liver,Epithelial,Adult,24.0,25.0,NRU,NeutralRed,40.155,10.1371/journal.pone.0069534,,,22.83,-20.36,HepG2,79.545405,600.0,-0.03393333333333333,,0.03805,-1.4196453388934083,0.2791333333333333,-0.5541882981644508,-0.04235,,,,0.132575675,-0.8775361530230598,-0.0014863483720251134,,,,,,,,,,,,,,,-0.0004265907418955668,
2493,CuO,Sphere,None,Precipitation,Negative,167.48,-25.41,10000.0,H,Human,Liver,Epithelial,Adult,24.0,50.0,NRU,NeutralRed,33.333,10.1371/journal.pone.0069534,,,22.83,-20.36,HepG2,79.545405,1200.0,-0.016966666666666665,,0.019025,-1.7206753345573895,0.13956666666666664,-0.8552182938284321,-0.021175,,,,0.0662878375,-1.178566148687041,-0.0007431741860125567,,,,,,,,,,,,,,,-0.0002132953709477834,
2494,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,5.0,MTT,TetrazoliumSalt,84.453,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,120.0,-0.08416666666666667,,0.2524166666666667,-0.5978819727147691,,,,,,,0.5007025833333334,-0.30042016788905296,-0.002778694838780676,,,,,,,,,,,,,,,-0.001400809407092578,
2495,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,77.543,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,240.0,-0.042083333333333334,,0.12620833333333334,-0.8989119683787503,,,,,,,0.2503512916666667,-0.6014501635530342,-0.001389347419390338,,,,,,,,,,,,,,,-0.000700404703546289,
2496,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,20.0,MTT,TetrazoliumSalt,76.967,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,480.0,-0.021041666666666667,,0.06310416666666667,-1.1999419640427316,,,,,,,0.12517564583333335,-0.9024801592170154,-0.000694673709695169,,,,,,,,,,,,,,,-0.0003502023517731445,
2497,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,40.0,MTT,TetrazoliumSalt,63.916,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,960.0,-0.010520833333333333,,0.031552083333333335,-1.5009719597067126,,,,,,,0.06258782291666667,-1.2035101548809966,-0.0003473368548475845,,,,,,,,,,,,,,,-0.00017510117588657225,
2498,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,80.0,MTT,TetrazoliumSalt,45.873,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,1920.0,-0.005260416666666667,,0.015776041666666667,-1.8020019553706939,,,,,,,0.10258675468749999,-0.9889087087901606,-0.00017366842742379225,,,,,,,,,,,,,,,-2.6707154891176823e-05,
2499,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,160.0,MTT,TetrazoliumSalt,52.207,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,3840.0,-0.0026302083333333334,,0.007888020833333334,-2.103031951034675,,,,,,,0.051293377343749995,-1.2899387044541417,-8.683421371189612e-05,,,,,,,,,,,,,,,-1.3353577445588412e-05,
2500,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,5.0,NRU,NeutralRed,95.385,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,120.0,-0.08416666666666667,,0.2524166666666667,-0.5978819727147691,,,,,,,1.6413880749999998,0.21521127386576425,-0.002778694838780676,,,,,,,,,,,,,,,-0.00042731447825882917,
2501,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,10.0,NRU,NeutralRed,81.346,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,240.0,-0.042083333333333334,,0.12620833333333334,-0.8989119683787503,,,,,,,0.2503512916666667,-0.6014501635530342,-0.001389347419390338,,,,,,,,,,,,,,,-0.000700404703546289,
2502,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,20.0,NRU,NeutralRed,77.692,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,480.0,-0.021041666666666667,,0.06310416666666667,-1.1999419640427316,,,,,,,0.12517564583333335,-0.9024801592170154,-0.000694673709695169,,,,,,,,,,,,,,,-0.0003502023517731445,
2503,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,40.0,NRU,NeutralRed,70.0,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,960.0,-0.010520833333333333,,0.031552083333333335,-1.5009719597067126,,,,,,,0.06258782291666667,-1.2035101548809966,-0.0003473368548475845,,,,,,,,,,,,,,,-0.00017510117588657225,
2504,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,80.0,NRU,NeutralRed,67.308,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,60.08431,1920.0,-0.005260416666666667,,0.015776041666666667,-1.8020019553706939,,,,,,,0.03129391145833334,-1.5045401505449778,-0.00017366842742379225,,,,,,,,,,,,,,,-8.755058794328613e-05,
2505,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,160.0,NRU,NeutralRed,55.192,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,3840.0,-0.0026302083333333334,,0.007888020833333334,-2.103031951034675,,,,,,,0.051293377343749995,-1.2899387044541417,-8.683421371189612e-05,,,,,,,,,,,,,,,-1.3353577445588412e-05,
2506,C,Sphere,Dextran,Commercial,Negative,,,1000000.0,A,Rat,Brain,Fibroblast,Adult,24.0,5.0,Live/Dead,CalceinAM,97.922,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,120.0,-0.08416666666666667,,0.2524166666666667,-0.5978819727147691,,,,,,,1.6413880749999998,0.21521127386576425,-0.002778694838780676,,,,,,,,,,,,,,,-0.00042731447825882917,
2507,C,Sphere,Dextran,Commercial,Negative,,,1000000.0,A,Rat,Brain,Fibroblast,Adult,24.0,100.0,Live/Dead,CalceinAM,86.919,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,2400.0,-0.004208333333333333,,0.012620833333333333,-1.8989119683787503,,,,,,,0.08206940374999999,-1.085818721798217,-0.0001389347419390338,,,,,,,,,,,,,,,-2.1365723912941456e-05,
2508,C,Sphere,Dextran,Commercial,Negative,,,1000000.0,A,Rat,Brain,Fibroblast,Adult,24.0,200.0,Live/Dead,CalceinAM,82.885,10.1016/j.eurpolymj.2020.109572,,,30.29,-10.1,C6,196.966569,4800.0,-0.0021041666666666665,,0.006310416666666666,-2.1999419640427313,,,,,,,0.041034701874999996,-1.3868487174621982,-6.94673709695169e-05,,,,,,,,,,,,,,,-1.0682861956470728e-05,
2509,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,5.0,MTT,TetrazoliumSalt,99.04,10.1016/j.apsusc.2019.03.167,,,76.0,-36.0,V79,60.08431,120.0,-0.3,,0.6333333333333333,-0.1983676537668335,,,,,,,0.5007025833333334,-0.30042016788905296,-0.003947368421052632,,,,,,,,,,,,,,,-0.004992984025280476,
2510,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,88.196,10.1016/j.apsusc.2019.03.167,,,76.0,-36.0,V79,60.08431,240.0,-0.15,,0.31666666666666665,-0.4993976494308147,,,,,,,0.2503512916666667,-0.6014501635530342,-0.001973684210526316,,,,,,,,,,,,,,,-0.002496492012640238,
2511,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,20.0,MTT,TetrazoliumSalt,75.24,10.1016/j.apsusc.2019.03.167,,,76.0,-36.0,V79,60.08431,480.0,-0.075,,0.15833333333333333,-0.8004276450947959,,,,,,,0.12517564583333335,-0.9024801592170154,-0.000986842105263158,,,,,,,,,,,,,,,-0.001248246006320119,
2512,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,5.0,MTT,TetrazoliumSalt,92.898,10.1016/j.apsusc.2019.03.167,,,57.0,-35.0,V79,60.08431,120.0,-0.2916666666666667,,0.475,-0.3233063903751334,,,,,,,0.5007025833333334,-0.30042016788905296,-0.005116959064327485,,,,,,,,,,,,,,,-0.004854290024578241,
2513,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,89.251,10.1016/j.apsusc.2019.03.167,,,57.0,-35.0,V79,196.966569,240.0,-0.14583333333333334,,0.2375,-0.6243363860391147,,,,,,,0.8206940374999999,-0.08581872179821694,-0.0025584795321637425,,,,,,,,,,,,,,,-0.0007403963732207436,
2514,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,20.0,MTT,TetrazoliumSalt,96.065,10.1016/j.apsusc.2019.03.167,,,57.0,-35.0,V79,196.966569,480.0,-0.07291666666666667,,0.11875,-0.9253663817030958,,,,,,,0.41034701874999996,-0.3868487174621981,-0.0012792397660818713,,,,,,,,,,,,,,,-0.0003701981866103718,
2515,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,5.0,MTT,TetrazoliumSalt,81.862,10.1016/j.apsusc.2019.03.167,,,7.0,-25.0,V79,196.966569,120.0,-0.20833333333333334,,0.058333333333333334,-1.234083206033368,,,,,,,1.6413880749999998,0.21521127386576425,-0.02976190476190476,,,,,,,,,,,,,,,-0.0010577091046010624,
2516,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,80.902,10.1016/j.apsusc.2019.03.167,,,7.0,-25.0,V79,60.08431,240.0,-0.10416666666666667,,0.029166666666666667,-1.5351132016973492,,,,,,,0.2503512916666667,-0.6014501635530342,-0.01488095238095238,,,,,,,,,,,,,,,-0.001733675008777943,
2517,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,20.0,MTT,TetrazoliumSalt,48.752,10.1016/j.apsusc.2019.03.167,,,7.0,-25.0,V79,60.08431,480.0,-0.052083333333333336,,0.014583333333333334,-1.8361431973613305,,,,,,,0.12517564583333335,-0.9024801592170154,-0.00744047619047619,,,,,,,,,,,,,,,-0.0008668375043889715,
2518,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,5.0,MTT,TetrazoliumSalt,80.998,10.1016/j.apsusc.2019.03.167,,,8.0,-20.0,V79,60.08431,120.0,-0.16666666666666666,,0.06666666666666667,-1.1760912590556813,,,,,,,0.5007025833333334,-0.30042016788905296,-0.020833333333333332,,,,,,,,,,,,,,,-0.0027738800140447092,
2519,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,79.942,10.1016/j.apsusc.2019.03.167,,,8.0,-20.0,V79,60.08431,240.0,-0.08333333333333333,,0.03333333333333333,-1.4771212547196624,,,,,,,0.2503512916666667,-0.6014501635530342,-0.010416666666666666,,,,,,,,,,,,,,,-0.0013869400070223546,
2520,C,Sphere,None,Commercial,Negative,,,10000.0,A,Hamster,Lung,Fibroblast,Adult,24.0,20.0,MTT,TetrazoliumSalt,57.102,10.1016/j.apsusc.2019.03.167,,,8.0,-20.0,V79,196.966569,480.0,-0.041666666666666664,,0.016666666666666666,-1.7781512503836436,,,,,,,0.41034701874999996,-0.3868487174621981,-0.005208333333333333,,,,,,,,,,,,,,,-0.00021154182092021246,
2521,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,25.0,MTT,TetrazoliumSalt,87.81,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,196.966569,600.0,-0.028166666666666663,,0.05,-1.3010299956639813,,,,,,,0.32827761499999997,-0.4837587304702545,-0.0009388888888888888,,,,,,,,,,,,,,,-0.0001430022709420636,
2522,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,50.0,MTT,TetrazoliumSalt,77.479,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,196.966569,1200.0,-0.014083333333333331,,0.025,-1.6020599913279623,,,,,,,0.16413880749999998,-0.7847887261342358,-0.0004694444444444444,,,,,,,,,,,,,,,-7.15011354710318e-05,
2523,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,100.0,MTT,TetrazoliumSalt,75.413,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,196.966569,2400.0,-0.007041666666666666,,0.0125,-1.9030899869919435,,,,,,,0.08206940374999999,-1.085818721798217,-0.0002347222222222222,,,,,,,,,,,,,,,-3.57505677355159e-05,
2524,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,200.0,MTT,TetrazoliumSalt,69.835,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,4800.0,-0.003520833333333333,,0.00625,-2.2041199826559246,,,,,,,0.02106143666666667,-1.6765120075510616,-0.0001173611111111111,,,,,,,,,,,,,,,-3.4827013752834094e-05,
2525,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,400.0,MTT,TetrazoliumSalt,63.636,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,9600.0,-0.0017604166666666664,,0.003125,-2.505149978319906,,,,,,,0.010530718333333335,-1.9775420032150426,-5.868055555555555e-05,,,,,,,,,,,,,,,-1.7413506876417047e-05,
2526,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,25.0,NRU,NeutralRed,97.028,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,600.0,-0.028166666666666663,,0.05,-1.3010299956639813,,,,,,,0.16849149333333335,-0.7734220205591179,-0.0009388888888888888,,,,,,,,,,,,,,,-0.00027861611002267275,
2527,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,50.0,NRU,NeutralRed,90.658,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,1200.0,-0.014083333333333331,,0.025,-1.6020599913279623,,,,,,,0.08424574666666668,-1.074452016223099,-0.0004694444444444444,,,,,,,,,,,,,,,-0.00013930805501133638,
2528,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,100.0,NRU,NeutralRed,84.076,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,2400.0,-0.007041666666666666,,0.0125,-1.9030899869919435,,,,,,,0.04212287333333334,-1.3754820118870803,-0.0002347222222222222,,,,,,,,,,,,,,,-6.965402750566819e-05,
2529,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,200.0,NRU,NeutralRed,71.338,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,4800.0,-0.003520833333333333,,0.00625,-2.2041199826559246,,,,,,,0.02106143666666667,-1.6765120075510616,-0.0001173611111111111,,,,,,,,,,,,,,,-3.4827013752834094e-05,
2530,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Rat,Brain,Fibroblast,Adult,24.0,400.0,NRU,NeutralRed,48.62,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,9600.0,-0.0017604166666666664,,0.003125,-2.505149978319906,,,,,,,0.010530718333333335,-1.9775420032150426,-5.868055555555555e-05,,,,,,,,,,,,,,,-1.7413506876417047e-05,
2531,C,Sphere,Dextran,Commercial,Negative,,,1000000.0,A,Rat,Brain,Fibroblast,Adult,24.0,50.0,Live/Dead,CalceinAM,91.331,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,101.094896,1200.0,-0.014083333333333331,,0.025,-1.6020599913279623,,,,,,,0.08424574666666668,-1.074452016223099,-0.0004694444444444444,,,,,,,,,,,,,,,-0.00013930805501133638,
2532,C,Sphere,Dextran,Commercial,Negative,,,1000000.0,A,Rat,Brain,Fibroblast,Adult,24.0,100.0,Live/Dead,CalceinAM,87.546,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,107.8682,2400.0,-0.007041666666666666,,0.0125,-1.9030899869919435,,,,,,,0.04494508333333334,-1.3473178100039578,-0.0002347222222222222,,,,,,,,,,,,,,,-6.528028340759062e-05,
2533,C,Sphere,Dextran,Commercial,Negative,,,1000000.0,A,Rat,Brain,Fibroblast,Adult,24.0,200.0,Live/Dead,CalceinAM,80.952,10.1016/j.brainresbull.2019.11.014,,,30.0,-16.9,C6,107.8682,4800.0,-0.003520833333333333,,0.00625,-2.2041199826559246,,,,,,,0.02247254166666667,-1.648347805667939,-0.0001173611111111111,,,,,,,,,,,,,,,-3.264014170379531e-05,
2534,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,96.02,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,240.0,-0.08625,,0.0625,-1.2041199826559248,,,,,,,0.44945083333333335,-0.34731781000395784,-0.00575,,,,,,,,,,,,,,,-0.0007995869032764057,
2535,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,20.0,MTT,TetrazoliumSalt,91.67,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,480.0,-0.043125,,0.03125,-1.505149978319906,,,,,,,0.22472541666666668,-0.648347805667939,-0.002875,,,,,,,,,,,,,,,-0.00039979345163820287,
2536,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,40.0,MTT,TetrazoliumSalt,88.145,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,960.0,-0.0215625,,0.015625,-1.806179973983887,,,,,,,0.11236270833333334,-0.9493778013319202,-0.0014375,,,,,,,,,,,,,,,-0.00019989672581910143,
2537,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,80.0,MTT,TetrazoliumSalt,85.68,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,1920.0,-0.01078125,,0.0078125,-2.1072099696478683,,,,,,,0.05618135416666667,-1.2504077969959013,-0.00071875,,,,,,,,,,,,,,,-9.994836290955072e-05,
2538,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,10.0,NRU,NeutralRed,94.62,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,240.0,-0.08625,,0.0625,-1.2041199826559248,,,,,,,0.44945083333333335,-0.34731781000395784,-0.00575,,,,,,,,,,,,,,,-0.0007995869032764057,
2539,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,20.0,NRU,NeutralRed,92.25,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,480.0,-0.043125,,0.03125,-1.505149978319906,,,,,,,0.22472541666666668,-0.648347805667939,-0.002875,,,,,,,,,,,,,,,-0.00039979345163820287,
2540,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,40.0,NRU,NeutralRed,89.58,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,960.0,-0.0215625,,0.015625,-1.806179973983887,,,,,,,0.11236270833333334,-0.9493778013319202,-0.0014375,,,,,,,,,,,,,,,-0.00019989672581910143,
2541,C,Sphere,Dextran,Commercial,Negative,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,80.0,NRU,NeutralRed,83.27,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,1920.0,-0.01078125,,0.0078125,-2.1072099696478683,,,,,,,0.05618135416666667,-1.2504077969959013,-0.00071875,,,,,,,,,,,,,,,-9.994836290955072e-05,
2542,C,Sphere,Dextran,Commercial,Negative,,,300000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,10.0,Live/Dead,CalceinAM,95.468,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,240.0,-0.08625,,0.0625,-1.2041199826559248,,,,,,,0.44945083333333335,-0.34731781000395784,-0.00575,,,,,,,,,,,,,,,-0.0007995869032764057,
2543,C,Sphere,Dextran,Commercial,Negative,,,300000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,40.0,Live/Dead,CalceinAM,89.023,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,960.0,-0.0215625,,0.015625,-1.806179973983887,,,,,,,0.11236270833333334,-0.9493778013319202,-0.0014375,,,,,,,,,,,,,,,-0.00019989672581910143,
2544,C,Sphere,Dextran,Commercial,Negative,,,300000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,80.0,Live/Dead,CalceinAM,83.686,10.1016/j.colsurfb.2019.110530,,,15.0,-20.7,L929,107.8682,1920.0,-0.01078125,,0.0078125,-2.1072099696478683,,,,,,,0.05618135416666667,-1.2504077969959013,-0.00071875,,,,,,,,,,,,,,,-9.994836290955072e-05,
2545,C,Sphere,None,Emulsion-Solvent Evaporation ,Negative,,,10000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,3.6,MTT,TetrazoliumSalt,100.0,10.1080/1536383X.2019.1634055,,,125.0,-25.3,HEK293,107.8682,86.4,-0.29282407407407407,,1.446759259259259,0.16039627052916308,,,,,,,1.248474537037037,0.09637968922875485,-0.0023425925925925927,,,,,,,,,,,,,,,-0.0027146468938396492,
2546,C,Sphere,None,Emulsion-Solvent Evaporation ,Negative,,,10000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,7.2,MTT,TetrazoliumSalt,96.117,10.1080/1536383X.2019.1634055,,,125.0,-25.3,HEK293,107.8682,172.8,-0.14641203703703703,,0.7233796296296295,-0.14063372513481812,,,,,,,0.6242372685185185,-0.20465030643522633,-0.0011712962962962964,,,,,,,,,,,,,,,-0.0013573234469198246,
2547,C,Sphere,None,Emulsion-Solvent Evaporation ,Negative,,,10000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,18.0,MTT,TetrazoliumSalt,90.049,10.1080/1536383X.2019.1634055,,,125.0,-25.3,HEK293,107.8682,432.0,-0.05856481481481482,,0.28935185185185186,-0.5385737338068557,,,,,,,0.2496949074074074,-0.6025903151072639,-0.00046851851851851856,,,,,,,,,,,,,,,-0.0005429293787679298,
2548,C,Sphere,None,Emulsion-Solvent Evaporation ,Negative,,,10000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,36.0,MTT,TetrazoliumSalt,79.854,10.1080/1536383X.2019.1634055,,,125.0,-25.3,HEK293,107.8682,864.0,-0.02928240740740741,,0.14467592592592593,-0.8396037294708368,,,,,,,0.1248474537037037,-0.9036203107712452,-0.00023425925925925928,,,,,,,,,,,,,,,-0.0002714646893839649,
2549,C,Sphere,None,Emulsion-Solvent Evaporation ,Negative,,,10000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,72.0,MTT,TetrazoliumSalt,77.913,10.1080/1536383X.2019.1634055,,,125.0,-25.3,HEK293,107.8682,1728.0,-0.014641203703703705,,0.07233796296296297,-1.140633725134818,,,,,,,0.06242372685185185,-1.2046503064352263,-0.00011712962962962964,,,,,,,,,,,,,,,-0.00013573234469198246,
2550,C,Sphere,None,Emulsion-Solvent Evaporation ,Negative,,,10000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,144.0,MTT,TetrazoliumSalt,73.058,10.1080/1536383X.2019.1634055,,,125.0,-25.3,HEK293,107.8682,3456.0,-0.0073206018518518524,,0.03616898148148148,-1.4416637207987992,,,,,,,0.031211863425925926,-1.5056803020992076,-5.856481481481482e-05,,,,,,,,,,,,,,,-6.786617234599123e-05,
